Label,Label2,SrcIP,SrcPort,DstIP,DstPort,Protocol,FlowDuration,TotalFwdPacket,TotalBwdpackets,TotalLengthofFwdPacket,TotalLengthofBwdPacket,FwdPacketLengthMax,FwdPacketLengthMin,BwdPacketLengthMax,BwdPacketLengthMin,FlowBytess,FlowPacketss,FlowIATMax,FlowIATMin,FwdIATTotal,FwdIATMax,FwdIATMin,BwdIATTotal,BwdIATMax,BwdIATMin,FwdPSHFlags,FwdHeaderLength,BwdHeaderLength,FwdPacketss,BwdPacketss,PacketLengthMin,PacketLengthMax,FINFlagCount,SYNFlagCount,RSTFlagCount,PSHFlagCount,ACKFlagCount,AveragePacketSize,FwdSegmentSizeAvg,BwdSegmentSizeAvg,BwdPacketBulkAvg,BwdBulkRateAvg,FWDInitWinBytes,BwdInitWinBytes,FwdActDataPkts,FwdSegSizeMin
NonVPN,Chat,131.202.240.242,60228,224.0.0.252,5355,17,421613,2,0,44,0,22,22,0,0,1043611084,4743686746,421613,421613,421613,421613,421613,0,0,0,0,16,0,4743686746,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,63109,224.0.0.252,5355,17,423454,2,0,44,0,22,22,0,0,1039073902,472306319,423454,423454,423454,423454,423454,0,0,0,0,16,0,472306319,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,53138,224.0.0.252,5355,17,420351,2,0,44,0,22,22,0,0,1046744268,4757928493,420351,420351,420351,420351,420351,0,0,0,0,16,0,4757928493,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Audio-Streaming,131.202.240.150,40594,194.68.29.19,4070,6,106285154,19,15,2218,32609,1064,0,10704,0,3276751144,319894159,59906794,5,106285154,60051576,10,61831971,60010843,41,1,608,480,178764383,141129776,0,10704,0,0,0,15,34,1024647059,1167368421,2173933333,17,19153,1452,1452,8,32
NonVPN,Audio-Streaming,131.202.240.150,43124,93.184.215.151,80,6,90152395,3,3,0,0,0,0,0,0,0,66553972,45015665,40377,90111995,45056042,45055953,90111953,45056065,45055888,0,60,60,33276986,33276986,0,0,0,0,0,0,6,0,0,0,0,0,1452,18944,0,20
NonVPN,Audio-Streaming,131.202.240.150,43123,93.184.215.151,80,6,90152544,3,3,0,0,0,0,0,0,0,66553862,45015676,40360,90112006,45056036,45055970,90112113,45056214,45055899,0,60,60,33276931,33276931,0,0,0,0,0,0,6,0,0,0,0,0,1185,16896,0,20
NonVPN,Audio-Streaming,131.202.240.150,43123,93.184.215.151,80,6,40505,1,1,0,0,0,0,0,0,0,4937662017,40505,40505,0,0,0,0,0,0,0,20,20,2468831009,2468831009,0,0,2,0,0,0,2,0,0,0,0,0,1185,16896,0,20
NonVPN,Audio-Streaming,131.202.240.150,43124,93.184.215.151,80,6,40672,1,1,0,0,0,0,0,0,0,4917387884,40672,40672,0,0,0,0,0,0,0,20,20,2458693942,2458693942,0,0,2,0,0,0,2,0,0,0,0,0,1452,18944,0,20
NonVPN,Audio-Streaming,131.202.240.150,60044,74.125.22.188,5228,6,90150007,3,3,0,0,0,0,0,0,0,66555735,45018074,37941,90112066,45056066,45056000,90112015,45056101,45055914,0,96,96,33277868,33277868,0,0,0,0,0,0,6,0,0,0,0,0,675,366,0,32
NonVPN,Audio-Streaming,131.202.240.150,54627,173.194.123.119,443,6,104853956,3,5,0,63,0,0,63,0,6008357,76296597,45030915,20,90112008,45056038,45055970,104828833,45056481,20,0,96,160,28611224,47685373,0,63,1,0,0,1,8,7875,0,126,0,0,245,358,0,32
NonVPN,Audio-Streaming,8.6.0.1,0,8.0.6.4,0,0,53810986,4,0,0,0,0,0,0,0,0,74334263,53810934,16,53810986,53810934,16,0,0,0,0,0,0,74334263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonVPN,Audio-Streaming,131.202.240.150,43240,184.29.105.115,80,6,1369216,1816,2194,5488,7849292,344,0,23388,0,5736698958,2928683276,139392,1,1369216,145317,3,1291760,211830,3,1,58820,70208,1326306441,1602376835,0,23388,0,0,0,782,4010,1958882045,3022026432,3577617138,2208,5736715,11033,1320,15,32
NonVPN,Email,10.0.2.15,49539,157.56.52.27,40034,17,86346,1,1,35,20,35,35,20,20,6369721817,2316262479,86346,86346,0,0,0,0,0,0,0,8,8,1158131239,1158131239,20,35,0,0,0,0,0,45,35,20,0,0,0,0,0,8
NonVPN,Email,74.125.207.16,465,10.0.2.15,48945,6,16,2,0,0,0,0,0,0,0,0,125000,16,16,16,16,16,0,0,0,0,40,0,125000,0,0,0,0,0,0,0,2,0,0,0,0,0,65535,0,0,20
NonVPN,Email,74.125.207.16,465,10.0.2.15,48983,6,5557,2,0,0,0,0,0,0,0,0,3599064243,5557,5557,5557,5557,5557,0,0,0,0,40,0,3599064243,0,0,0,0,0,0,0,2,0,0,0,0,0,65535,0,0,20
NonVPN,Email,10.0.2.15,3492,198.7.63.141,53,17,60087,1,1,36,377,36,36,377,377,6873366951,3328506998,60087,60087,0,0,0,0,0,0,0,8,8,1664253499,1664253499,36,377,0,0,0,0,0,2245,36,377,0,0,0,0,0,8
NonVPN,Email,10.0.2.15,52717,78.46.223.24,53,17,152007,1,1,37,228,37,37,228,228,1743340767,1315728881,152007,152007,0,0,0,0,0,0,0,8,8,6578644405,6578644405,37,228,0,0,0,0,0,151,37,228,0,0,0,0,0,8
NonVPN,Email,74.125.207.16,465,10.0.2.15,49018,6,23,2,0,0,0,0,0,0,0,0,8695652174,23,23,23,23,23,0,0,0,0,40,0,8695652174,0,0,0,0,0,0,0,2,0,0,0,0,0,65535,0,0,20
NonVPN,Email,74.125.207.16,465,10.0.2.15,49010,6,109,2,0,0,0,0,0,0,0,0,1834862385,109,109,109,109,109,0,0,0,0,40,0,1834862385,0,0,0,0,0,0,0,2,0,0,0,0,0,65535,0,0,20
NonVPN,Email,10.0.2.15,42899,157.56.53.47,12350,6,85096,2,2,5,5,5,0,5,0,1175143367,470057347,84829,29,85096,85096,85096,84829,84829,84829,1,40,40,2350286735,2350286735,0,5,0,0,0,2,4,375,25,25,0,0,31088,65535,0,20
NonVPN,Audio-Streaming,131.202.240.150,44638,173.252.79.88,3478,6,78918,1,1,0,0,0,0,0,0,0,2534276084,78918,78918,0,0,0,0,0,0,0,32,32,1267138042,1267138042,0,0,2,0,0,0,2,0,0,0,0,0,229,29,0,32
NonVPN,Audio-Streaming,131.202.240.150,50658,173.252.79.88,443,6,79023,1,1,0,0,0,0,0,0,0,2530908723,79023,79023,0,0,0,0,0,0,0,32,32,1265454361,1265454361,0,0,2,0,0,0,2,0,0,0,0,0,229,29,0,32
NonVPN,Audio-Streaming,131.202.240.150,60561,173.252.79.88,443,6,78969,1,1,0,0,0,0,0,0,0,253263939,78969,78969,0,0,0,0,0,0,0,32,32,1266319695,1266319695,0,0,2,0,0,0,2,0,0,0,0,0,229,29,0,32
NonVPN,Chat,131.202.240.87,51325,224.0.0.252,5355,17,410944,2,0,44,0,22,22,0,0,1070705498,4866843171,410944,410944,410944,410944,410944,0,0,0,0,16,0,4866843171,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.87,137,131.202.243.255,137,17,1500492,3,0,150,0,50,50,0,0,9996721075,1999344215,750665,749827,1500492,750665,749827,0,0,0,0,24,0,1999344215,0,50,50,0,0,0,0,0,6666666667,50,0,0,0,0,0,2,8
NonVPN,Chat,131.202.240.87,13976,131.202.244.3,53,17,215230,1,1,33,511,33,33,511,511,252752869,9292384891,215230,215230,0,0,0,0,0,0,0,8,8,4646192445,4646192445,33,511,0,0,0,0,0,2885,33,511,0,0,0,0,0,8
NonVPN,Chat,131.202.240.87,58992,224.0.0.252,5355,17,415406,2,0,44,0,22,22,0,0,105920473,4814566954,415406,415406,415406,415406,415406,0,0,0,0,16,0,4814566954,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.87,61432,224.0.0.252,5355,17,411629,2,0,44,0,22,22,0,0,1068923715,485874416,411629,411629,411629,411629,411629,0,0,0,0,16,0,485874416,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Video-Streaming,131.202.240.150,27223,131.202.244.5,53,17,353,1,1,42,149,42,42,149,149,5410764873,566572238,353,353,0,0,0,0,0,0,0,8,8,283286119,283286119,42,149,0,0,0,0,0,1165,42,149,0,0,0,0,0,8
NonVPN,Video-Streaming,209.148.205.32,443,131.202.240.150,51195,6,4213,4,2,53,0,53,0,0,0,1258010919,1424163304,3458,19,4213,3485,19,696,696,696,0,104,40,9494422027,4747211014,0,53,1,0,4,1,2,8833333333,1325,0,0,0,520,0,1,20
NonVPN,Video-Streaming,131.202.240.150,53436,69.171.255.36,3478,17,79084,1,1,28,32,28,28,32,32,7586869658,2528956553,79084,79084,0,0,0,0,0,0,0,8,8,1264478276,1264478276,28,32,0,0,0,0,0,44,28,32,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,30432,131.202.244.5,53,17,320,1,1,34,141,34,34,141,141,546875,6250,320,320,0,0,0,0,0,0,0,8,8,3125,3125,34,141,0,0,0,0,0,1045,34,141,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,57493,131.202.244.5,53,17,50930,1,1,43,453,43,43,453,453,9738857255,3926958571,50930,50930,0,0,0,0,0,0,0,8,8,1963479285,1963479285,43,453,0,0,0,0,0,2695,43,453,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,4793,131.202.244.5,53,17,402,1,1,36,162,36,36,162,162,4925373134,4975124378,402,402,0,0,0,0,0,0,0,8,8,2487562189,2487562189,36,162,0,0,0,0,0,117,36,162,0,0,0,0,0,8
NonVPN,File-Transfer,112.5.9.183,26296,131.202.240.87,61009,17,268,1,1,101,287,101,101,287,287,1447761194,7462686567,268,268,0,0,0,0,0,0,0,8,8,3731343284,3731343284,101,287,0,0,0,0,0,2445,101,287,0,0,0,0,0,8
NonVPN,File-Transfer,211.179.39.118,31282,131.202.240.87,61009,17,8895893,1,2,117,439,117,117,369,70,6250075175,337234272,8895617,276,0,0,0,8895617,8895617,8895617,0,8,16,112411424,224822848,70,369,0,0,0,0,0,2243333333,117,2195,0,0,0,0,0,8
NonVPN,File-Transfer,131.202.240.87,61009,112.158.50.65,27467,17,3267705,1,1,103,289,103,103,289,289,1199618693,612050353,3267705,3267705,0,0,0,0,0,0,0,8,8,306025177,306025177,103,289,0,0,0,0,0,2475,103,289,0,0,0,0,0,8
NonVPN,File-Transfer,89.233.116.165,40784,131.202.240.87,61009,17,10798726,2,2,243,389,137,106,319,70,5852542235,370414066,10787738,392,10788130,10788130,10788130,10798334,10798334,10798334,0,16,16,185207033,185207033,70,319,0,0,0,0,0,1845,1215,1945,0,0,0,0,1,8
NonVPN,File-Transfer,176.196.58.23,30978,131.202.240.87,61009,17,263,1,1,103,289,103,103,289,289,1490494297,7604562738,263,263,0,0,0,0,0,0,0,8,8,3802281369,3802281369,103,289,0,0,0,0,0,2475,103,289,0,0,0,0,0,8
NonVPN,File-Transfer,219.78.196.185,17521,131.202.240.87,61009,17,40011334,2,2,352,389,235,117,319,70,1851975243,99971673,40010473,334,40010807,40010807,40010807,40011000,40011000,40011000,0,16,16,49985837,49985837,70,319,0,0,0,0,0,2145,176,1945,0,0,0,0,1,8
NonVPN,File-Transfer,95.153.187.123,30653,131.202.240.87,61009,17,303,1,1,101,287,101,101,287,287,1280528053,6600660066,303,303,0,0,0,0,0,0,0,8,8,3300330033,3300330033,101,287,0,0,0,0,0,2445,101,287,0,0,0,0,0,8
NonVPN,File-Transfer,131.202.240.87,61009,69.157.187.22,42863,17,63920,1,1,103,289,103,103,289,289,6132665832,3128911139,63920,63920,0,0,0,0,0,0,0,8,8,1564455569,1564455569,103,289,0,0,0,0,0,2475,103,289,0,0,0,0,0,8
NonVPN,File-Transfer,131.202.240.87,61009,83.155.183.18,48366,17,63965013,2,1,392,289,289,103,289,289,1064644511,46900639,63803911,161102,63803911,63803911,63803911,0,0,0,0,16,8,31267093,15633546,103,289,0,0,0,0,0,3233333333,196,289,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,63602,224.0.0.252,5355,17,432502,2,0,44,0,22,22,0,0,1017336336,4624256073,432502,432502,432502,432502,432502,0,0,0,0,16,0,4624256073,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,63448,224.0.0.252,5355,17,411948,2,0,44,0,22,22,0,0,1068095973,4854981697,411948,411948,411948,411948,411948,0,0,0,0,16,0,4854981697,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,56045,224.0.0.252,5355,17,413286,2,0,44,0,22,22,0,0,1064638047,4839263851,413286,413286,413286,413286,413286,0,0,0,0,16,0,4839263851,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,74.125.226.179,443,131.202.240.87,65022,6,1,2,0,55,0,55,0,0,0,55000000,2000000,1,1,1,1,1,0,0,0,1,40,0,2000000,0,0,55,1,0,0,1,2,55,275,0,0,0,352,0,0,20
NonVPN,Chat,131.202.240.87,65022,74.125.226.179,443,6,563,2,0,0,0,0,0,0,0,0,3552397869,563,563,563,563,563,0,0,0,0,40,0,3552397869,0,0,0,1,0,0,0,2,0,0,0,0,0,16459,0,0,20
NonVPN,Chat,216.58.219.237,443,131.202.240.87,65034,6,1,2,0,55,0,55,0,0,0,55000000,2000000,1,1,1,1,1,0,0,0,1,40,0,2000000,0,0,55,1,0,0,1,2,55,275,0,0,0,352,0,0,20
NonVPN,Chat,131.202.240.87,65034,216.58.219.237,443,6,2067,2,0,0,0,0,0,0,0,0,9675858732,2067,2067,2067,2067,2067,0,0,0,0,40,0,9675858732,0,0,0,1,0,0,0,2,0,0,0,0,0,16459,0,0,20
NonVPN,Chat,74.125.226.171,443,131.202.240.87,65036,6,1,2,0,55,0,55,0,0,0,55000000,2000000,1,1,1,1,1,0,0,0,1,40,0,2000000,0,0,55,1,0,0,1,2,55,275,0,0,0,352,0,0,20
NonVPN,Chat,131.202.240.87,65036,74.125.226.171,443,6,861,2,0,0,0,0,0,0,0,0,2322880372,861,861,861,861,861,0,0,0,0,40,0,2322880372,0,0,0,1,0,0,0,2,0,0,0,0,0,16424,0,0,20
NonVPN,Chat,173.194.113.152,443,131.202.240.87,65038,6,1,2,0,55,0,55,0,0,0,55000000,2000000,1,1,1,1,1,0,0,0,1,40,0,2000000,0,0,55,1,0,0,1,2,55,275,0,0,0,352,0,0,20
NonVPN,Chat,131.202.240.87,65038,173.194.113.152,443,6,520,2,0,0,0,0,0,0,0,0,3846153846,520,520,520,520,520,0,0,0,0,40,0,3846153846,0,0,0,1,0,0,0,2,0,0,0,0,0,16459,0,0,20
NonVPN,Video-Streaming,131.202.240.150,22013,131.202.244.3,53,17,384,1,1,45,197,45,45,197,197,6302083333,5208333333,384,384,0,0,0,0,0,0,0,8,8,2604166667,2604166667,45,197,0,0,0,0,0,1435,45,197,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,58824,131.202.244.5,53,17,412,1,1,37,213,37,37,213,213,6067961165,4854368932,412,412,0,0,0,0,0,0,0,8,8,2427184466,2427184466,37,213,0,0,0,0,0,1435,37,213,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,34366,131.202.244.5,53,17,353,1,1,33,185,33,33,185,185,6175637394,566572238,353,353,0,0,0,0,0,0,0,8,8,283286119,283286119,33,185,0,0,0,0,0,1255,33,185,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,37352,131.202.244.5,53,17,295,1,1,30,105,30,30,105,105,4576271186,6779661017,295,295,0,0,0,0,0,0,0,8,8,3389830508,3389830508,30,105,0,0,0,0,0,825,30,105,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,64166,131.202.244.5,53,17,399,1,1,33,185,33,33,185,185,5463659148,5012531328,399,399,0,0,0,0,0,0,0,8,8,2506265664,2506265664,33,185,0,0,0,0,0,1255,33,185,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,47991,131.202.244.5,53,17,400,1,1,33,185,33,33,185,185,545000,5000,400,400,0,0,0,0,0,0,0,8,8,2500,2500,33,185,0,0,0,0,0,1255,33,185,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,34412,131.202.244.5,53,17,387,1,1,37,213,37,37,213,213,645994832,5167958656,387,387,0,0,0,0,0,0,0,8,8,2583979328,2583979328,37,213,0,0,0,0,0,1435,37,213,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,41511,131.202.244.3,53,17,337,1,1,33,345,33,33,345,345,1121661721,5934718101,337,337,0,0,0,0,0,0,0,8,8,296735905,296735905,33,345,0,0,0,0,0,2055,33,345,0,0,0,0,0,8
NonVPN,Video-Streaming,131.202.240.150,37078,131.202.244.5,53,17,409,1,1,33,185,33,33,185,185,533007335,488997555,409,409,0,0,0,0,0,0,0,8,8,2444987775,2444987775,33,185,0,0,0,0,0,1255,33,185,0,0,0,0,0,8
NonVPN,Chat,131.202.240.242,52657,224.0.0.252,5355,17,420980,2,0,44,0,22,22,0,0,1045180294,4750819516,420980,420980,420980,420980,420980,0,0,0,0,16,0,4750819516,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,57292,224.0.0.252,5355,17,420876,2,0,44,0,22,22,0,0,1045438561,4751993461,420876,420876,420876,420876,420876,0,0,0,0,16,0,4751993461,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,52386,224.0.0.252,5355,17,420842,2,0,44,0,22,22,0,0,1045523023,4752377377,420842,420842,420842,420842,420842,0,0,0,0,16,0,4752377377,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,51086,224.0.0.252,5355,17,420706,2,0,44,0,22,22,0,0,1045861005,4753913659,420706,420706,420706,420706,420706,0,0,0,0,16,0,4753913659,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,55982,224.0.0.252,5355,17,420371,2,0,44,0,22,22,0,0,1046694468,4757702125,420371,420371,420371,420371,420371,0,0,0,0,16,0,4757702125,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,51827,224.0.0.252,5355,17,420539,2,0,44,0,22,22,0,0,1046276326,4755801483,420539,420539,420539,420539,420539,0,0,0,0,16,0,4755801483,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Audio-Streaming,23.45.42.52,80,131.202.240.150,50457,6,681718,1,2,0,0,0,0,0,0,0,4400646602,642301,39417,0,0,0,642301,642301,642301,0,32,64,1466882201,2933764401,0,0,2,0,0,0,3,0,0,0,0,0,996,317,0,32
NonVPN,Audio-Streaming,131.202.240.150,48078,184.73.220.127,80,6,14582312,1,2,0,0,0,0,0,0,0,205728694,14525403,56909,0,0,0,14525403,14525403,14525403,0,32,64,68576231,137152463,0,0,1,0,0,0,3,0,0,0,0,0,438,136,0,32
NonVPN,Audio-Streaming,131.202.240.150,48078,184.73.220.127,80,6,429549,2,0,0,0,0,0,0,0,0,4656046225,429549,429549,429549,429549,429549,0,0,0,0,64,0,4656046225,0,0,0,1,0,0,0,2,0,0,0,0,0,438,0,0,32
NonVPN,Audio-Streaming,131.202.240.150,44615,23.67.250.97,80,6,16758883,1,2,0,0,0,0,0,0,0,179009544,16722098,36785,0,0,0,16722098,16722098,16722098,0,32,64,59669848,119339696,0,0,1,0,0,0,3,0,0,0,0,0,237,508,0,32
NonVPN,Audio-Streaming,131.202.240.150,36527,54.210.92.215,80,6,14343729,1,2,0,0,0,0,0,0,0,209150633,14289296,54433,0,0,0,14289296,14289296,14289296,0,32,64,69716878,139433755,0,0,1,0,0,0,3,0,0,0,0,0,1140,166,0,32
NonVPN,Chat,131.202.243.1,61261,224.0.0.252,5355,17,99538,2,0,44,0,22,22,0,0,4420422351,2009282887,99538,99538,99538,99538,99538,0,0,0,0,16,0,2009282887,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.242.93,54771,224.0.0.252,5355,17,411651,2,0,44,0,22,22,0,0,1068866588,4858484493,411651,411651,411651,411651,411651,0,0,0,0,16,0,4858484493,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.242.93,50870,224.0.0.252,5355,17,411620,2,0,44,0,22,22,0,0,1068947087,4858850396,411620,411620,411620,411620,411620,0,0,0,0,16,0,4858850396,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.87,65402,224.0.0.252,5355,17,418414,2,0,44,0,22,22,0,0,1051590052,4779954782,418414,418414,418414,418414,418414,0,0,0,0,16,0,4779954782,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.70,56962,224.0.0.252,5355,17,418993,2,0,44,0,22,22,0,0,1050136876,4773349435,418993,418993,418993,418993,418993,0,0,0,0,16,0,4773349435,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.240.242,58618,224.0.0.252,5355,17,411298,2,0,44,0,22,22,0,0,1069783952,4862654329,411298,411298,411298,411298,411298,0,0,0,0,16,0,4862654329,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.242.93,50261,224.0.0.252,5355,17,411211,2,0,44,0,22,22,0,0,1070010287,4863683121,411211,411211,411211,411211,411211,0,0,0,0,16,0,4863683121,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,Chat,131.202.243.48,64488,224.0.0.252,5355,17,420227,2,0,44,0,22,22,0,0,104705314,4759332456,420227,420227,420227,420227,420227,0,0,0,0,16,0,4759332456,0,22,22,0,0,0,0,0,33,22,0,0,0,0,0,1,8
NonVPN,File-transfer,131.202.240.150,58412,216.58.219.227,443,6,59803936,3,4,0,63,0,0,63,0,1053442369,117049152,45030576,9,59803927,45056087,14747840,59778425,45057628,92,0,96,128,50163922,6688523,0,63,1,0,0,1,7,9,0,1575,0,0,237,350,0,32
NonVPN,File-Transfer,131.202.240.86,49624,131.202.240.150,40273,17,110560752,2634,2592,423478,2516872,1370,3,1377,3,2659488061,4726813001,9649807,-1,110560752,10000426,1,110154847,10000724,8,0,21072,20736,2382400583,2344412419,3,1377,0,0,0,0,0,5626393035,1607737282,9710154321,433,86502,0,0,2633,8
NonVPN,File-Transfer,131.202.240.150,33309,134.170.19.108,443,6,119080245,26,22,6349,10693,1013,0,981,0,1431135786,40308953,30921905,34,118844066,30921977,181,118838541,30959770,716,1,832,704,218340162,184749368,0,1013,0,0,0,26,48,3761458333,2441923077,4860454545,0,0,65331,63094,8,32
NonVPN,File-Transfer,131.202.240.150,48885,157.55.56.157,40008,6,60093864,5,4,1633,8,816,0,4,0,2730728049,149765707,59912829,69,60093864,59912829,45770,60048088,60001742,444,1,160,128,8320317,66562536,0,816,0,0,0,5,9,1825555556,3266,2,0,0,293,83,2,32
NonVPN,File-Transfer,131.202.240.150,49876,131.202.240.86,49624,6,118613905,104,92,1900,1887,420,0,369,0,3192711681,1652420094,46175131,6,118613674,46374652,21,118613466,46175131,16,1,3328,2944,876794335,775625758,0,420,0,0,0,107,196,2146428571,1826923077,2051086957,12,112,1160,256,51,32
NonVPN,File-Transfer,8.6.0.1,0,8.0.6.4,0,0,119998778,16,0,0,0,0,0,0,0,0,133334691,23500081,12,119998778,23500081,12,0,0,0,0,0,0,133334691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NonVPN,File-Transfer,131.202.240.150,39508,64.233.171.188,5228,6,90150592,3,3,0,0,0,0,0,0,0,66555303,45017499,38523,90112048,45056026,45056022,90112069,45056057,45056012,0,96,96,33277652,33277652,0,0,0,0,0,0,6,0,0,0,0,0,1017,366,0,32
NonVPN,File-Transfer,131.202.240.150,51630,216.58.219.238,443,6,90288750,12,10,887,289,517,0,153,0,1302487851,243662693,45086373,32,90263153,45111933,135,90262198,45111970,32,0,392,328,132906924,11075577,0,517,0,2,0,10,21,5345454545,7391666667,289,10,19637,29200,350,6,32
NonVPN,File-Transfer,131.202.240.86,49624,131.202.240.150,40273,17,119588298,606,600,17454,272894,442,3,527,3,2427896415,1008459875,9658616,0,119588007,10042522,1,119237014,10009096,18,0,4848,4800,5067385439,5017213306,3,527,0,0,0,0,0,2407553897,288019802,4548233333,73,24605,0,0,605,8
NonVPN,File-Transfer,131.202.240.150,48885,157.55.56.157,40008,6,60093448,8,8,1641,136,815,0,124,0,2957061143,266251988,53115458,52,60093448,53115534,300,59969181,53115510,205,1,256,256,133125994,133125994,0,815,0,0,0,8,16,1111875,205125,17,0,0,293,83,3,32
NonVPN,File-Transfer,131.202.240.150,49876,131.202.240.86,49624,6,119890871,128,105,1600,1861,62,0,374,0,2886791939,1943434042,32781691,4,119890871,32985181,10,119087523,32781691,24,1,4096,3360,1067637585,875796457,0,374,0,0,0,137,233,1512017167,125,1772380952,14,133,1197,255,68,32
NonVPN,File-Transfer,131.202.240.150,33309,134.170.19.108,443,6,118399510,29,25,7916,11882,997,0,949,0,1672135299,456082969,24490844,12,118163820,24490844,50,111490467,24731433,32,1,928,800,244933446,211149523,0,997,0,0,0,30,54,3753148148,2729655172,47528,4,9196,63094,63739,11,32
NonVPN,File-Transfer,131.202.240.150,51630,216.58.219.238,443,6,104767974,3,5,0,63,0,0,63,0,601328799,76359213,45030562,68,90112058,45056040,45056018,104742419,45056944,68,0,96,160,28634705,47724508,0,63,1,0,0,1,8,7875,0,126,0,0,237,350,0,32
